Gene	1-NX-7-D3	2-JYP-5-D3	2-JYP-7-D3	2-JYP-8-D3	3-zhang-1-D3	4-zhou-2-D3	1-NX-2-D3	3-zhang-7-D3	4-zhou-1-D3	5-li-4-D3	6-zhang-2-D3	7-di-3-D3	8-liu-10-D3	4-zhou-8-D3	5-li-6-D3	5-li-13-D3	6-zhang-6-D3	8-liu-15-D3	9-shi-2-D3	11-yao-2-D3	12-wen-13-D3	13-jin-3-D3	13-jin-7-D3	2-JYP-9-D3	4-zhou-9-D3	6-z-12-D3	7-di-7-D3	8-liu-9-D3	1-NX-4-D3	3-zhang-6-D3	12-wen-6-D3	5-li-1-D3	17-chen-3-D3	14-zhang-5-D3	15-zhou-11-D3	18-xu-11-D3	19-lu-10-D3	20-li-5-D3	20-li-11-D3	21-lu-11-D3	22-wang-4-D3	22-wang-8-D3	24-liu-7-D3	9-shi-10-D3	11-yao-1-D3	13-jin-8-D3	14-zhang-2-D3	15-zhou-3-D3	18-xu-10-D3	22-wang-9-D3	26-qi-8-D3	28-sun-4-D3	29-li-5-D3	16-zheng-7-D3	19-lu-6-D3	21-lu-10-D3	23-cai-8-D3	24-liu-5-D3	25-qin-2-D3	26-qi-6-D3	26-qi-7-D3	28-sun-3-D3	29-li-8-D3	30-xiang-6-D3	30-xiang-7-D3	30-xiang-8-D3	32-wang-7-D3	35-xie-7-D3	35-xie-4-D3	36-qi-1-D3	38-dong-14-D3	41-zhou-8-D3	43-feng-10-D3	35-xie-9-D3	36-qi-7-D3	36-qi-8-D3	36-qi-18-D3	37-liao-2-D3	38-dong-10-D3	38-dong-13-D3	40-lin-12-D3	40-lin-15-D3	41-zhou-1-D3	27-lin-7-D3	30-xiang-11-D3	31-wu-6-D3	32-wang-1-D3	37-liao-5-D3	46-li-3-D3	49-xu-2-D3	58-chen-6-D3	20-li-8-D3	44-huang-4-D3	42-xu-7-D3	42-xu-17-D3	43-feng-13-D3	46-li-5-D3	48-shen-5-D3	48-shen-8-D3	48-shen-9-D3	49-xu-9-D3	51-gao-3-D3	51-gao-6-D3	39-wu-8-D3	40-lin-9-D3	42-xu-16-D3	45-cheng-1-D3	47-nian-7-D3	50-lai-9-D3	51-gao-5-D3	53-lang-6-D3	54-li-3-D3	55-xu-8-D3	52-wu-6-D3	52-wu-11-D3	53-lang-16-D3	58-chen-7-D3	57-zhao-2-D3	59-meng-3-D3
RGS2	14.43	81.78	124.24	0	62.59	65.09	216.65	0	0	58.63	0	0	11.11	0	0	0	0	0	0	63.33	0	18.71	0	107.44	6.11	0	0	0	66.57	0	80.22	12.22	2.59	65.31	104.89	2.24	486.09	30.33	0	53.53	18.81	0	0	52.68	0	0	119.37	35.18	21.62	0	8.47	2.76	202.01	25.05	162.48	17.44	375.49	110.42	0	34.11	0	46.68	42.38	0	0	0	0	0	0	3.8	503.29	0	589.78	30.49	31.06	228.64	25.29	68.46	0	0	70.36	15.52	8.12	20.64	59.74	26.62	0	22.77	8.65	0	117.9	147.18	0	68.13	0	0	50.91	0	0	132.62	0	94.69	15.11	19.82	0	0	20.69	0	300.58	25.78	282.49	71.05	134.22	68.42	0	52.88	151.23	203.31	561.81
RHOB	0	5.55	0	0	6.13	0	0	0	9.04	0	16.22	0	0	0	29.82	0	0	0	0	0	0	0	0	0	4.67	0	0	0	11.53	0	9.88	0	5.93	277.6	169.32	7.47	9.48	247.46	262.85	190.42	4.28	0	0	0.63	0	0	0	7.41	6.33	0	8.74	0	53.1	26.97	25.79	9.82	31.4	51.38	0	0	68.5	44.47	4.1	0	0	0	0	0	0	276.18	49.33	0	35.01	0	22.19	0	171.93	0	0	117.67	0	179.19	267.4	0	24.34	32.1	0	0	8.68	23.04	18.27	0	4.13	84.79	52.93	0	0	1.13	13.44	0	0	5.41	4	0	17.81	0	112.1	4.81	0	0	5.08	95.81	16.26	64.3	11.6	13.04	0	21.26	21.87
RIF1	0	0	0	0	0	0	0	0	0	0	0	0	0	3.82	0	0	0	0	0	0	21.63	4.47	0	0	0	0	0	0	0	0	14.81	0	2.85	24.47	2.57	0	4.49	0	0	0	0	1.34	0	1.03	0	1	0.88	12.22	0	2.56	0	1.51	0	14.83	0	0	18.53	0	0	0.79	0	0.36	0	0	0	0	0	0	0	6.84	5.07	0	3.13	0	0	0	1.44	0	0	0	0	0.75	8.57	0	0	0	0	0	0	10.7	0	3.97	0	0	0	0	8.45	0.38	0	0	0	0	5.89	1.86	0	0	2.3	5.49	65.81	64.18	0	0.84	0	145.11	3.35	0	0	2.38	0
RIMS4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.92	0	0	0	0	0	0	0	0	0	0	0	1.07	0	1.59	0	0	1.23	0	0	0	0	0	0	0	0	0	88.51	1.98	24.22	1.11	5.2	0	0	4.74	12.01	0	2.46	9.28	0	0	0	1.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.17	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39	0.47	0.38	0.43	0	0	20.12	0	2.5	0	8.67	0	0	0	3.91	0	0	0	2.54	0	1.87	0	18.76	0	0	0.21	0	0.64	5.18
RIOK3	0	0	0	3.54	0	44.23	0	0	0	0	0	0	0	0	0	32.49	0	0	0	0	0	0	0	0	0	8.33	0	1.77	0	0	16.21	0	20.94	2.3	27.85	478.49	0	0	137.16	0	2.69	5.19	0	0.88	0	0	19.18	0	1.22	0	2.11	0	0	0	24.6	0	20.93	87.96	0.47	0	0	0	11.99	0	10.24	0	0	0	31.55	0	0	0	13.29	0	18.5	0	36.59	0	0	0	21.26	0	0	31.58	44.52	0	0	0	0	2.1	0	0	46.4	3.06	2.81	0	0	0	0	32.37	0	0	12.38	0	12.95	0	32.91	75.7	0	23.58	3.05	3.88	5.2	0	0	6.67	0	0	195.39
RLIM	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.88	0	17.47	0	0	17.25	1.7	0.92	0	0	1.23	3.51	1.46	0	0	3.36	0	0	0	0	0	0	0	1.14	0.25	49.26	3.99	0	8.03	52.48	0	0	0	0	0	0	0	0	0	0	0	0	0	210.66	0	0	0	0	8.84	0	0	0	20.46	12.67	0	4.57	76.79	226	0	3.84	0	4.71	1.2	3.2	0	36.01	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02	25.79	0	16.84	36.12	0	32.7	0	0	6.7	8.47	2.11
RND3	8.79	27.61	0	0	24.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.92	8.35	113.06	0	0	22.39	0	5.54	0	1.77	53.19	3.32	0	28.65	0	0	74.51	8.27	0	0	1.27	0	0	0	0	0	0	0	0	398.17	0	1008.9	0	0	0	0	0	0	0	73.18	0	0	0	0	0	0	0	0	30.51	0	0	0	25.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.6	0	251.84	0	0	0	0	0	24.89	3.15
RNF126	0	34.11	0	8.96	0	0	0	9.76	0	2.85	0	0	58.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.64	6.56	0	0	0	0	22.52	5.4	6.31	0	1.84	1.64	0	41.86	285.1	27.04	36.3	70.88	168.67	25.38	0	77.86	0	11.86	0	0	0	0	1.8	13.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.09	50.23	0	19.09	0	132.39	0	0	0	0	27.68	0	27.45	0	0	0	0	0	0	25.95	0	0	54	0	0	0	22.3	0	47.74	0	0	57.42	32.44	112.31	0	0	0	3.3	14.92
RNF187	7.19	0	4.68	2.38	7.05	0	7.54	0	19.07	0	0	6.59	5.72	0	0	0	0	0	0	0	0	0	3.46	82.01	3.55	0	0	0.79	4.68	0	0	9.82	0	26.83	0	0	0	0	3.66	0	0	1.24	0	10.46	0	0.46	12.94	0	10.29	18.24	9.29	0	1.92	4.1	4.06	6.09	14.54	1.11	0.64	11.07	4.09	3.18	22.59	0	4.65	0	0	0	0	0	0.9	0	0	20.72	0	0	18.41	0	0	0	0	3.43	0	0	26.81	59.74	0	6.06	11.06	2.11	0	2.8	12.92	0	0.96	13.59	0	0	3.63	3.19	15.76	0	1.1	0	3.84	18.39	23.37	10.64	14.12	5.37	6.29	25.94	38.71	0	23.74	6.07	0	4.73	0
RNLS	6.35	0	0	8.36	0	2.25	0	0	0	0	0	0	11.32	0	0	0	0	0	7.07	0	18.32	0	0	0	0	0	0	0	0	0	0	0	0	1.1	129.44	20.52	17.1	11.6	984.29	3.17	86.1	18.95	0	14.78	11.59	0	11.9	3.55	0	0	0	1.99	0	0	2.81	0	3	0	0	52.23	2.99	0	0	0	0	0	0	0	0	0	0	4.87	0	16.03	0	0	0	0	0	0	0	0	0	18.93	0	9.34	5.56	1.99	4.34	0	0.43	0	0	0	7.02	11.92	0	0	8.21	4.88	8.88	0	0	4.72	9.02	6.05	79.83	367.82	6.67	1.84	21.88	5.41	7.06	22.49	96.28	2338.72	445.5	2.86	33.94
RPL10	0	19.89	242.68	0	47.08	54.08	0	80.13	0	0	34.17	0	0	0	562.54	0	0	0	0	0	0	0	0	0	0	0	0	162.68	0	0	0	44.33	0	572.37	1426.16	2673.14	834.47	594.3	1182.38	227.78	20.74	276.89	109.42	0	0	14.3	247.67	0	0	0	314.74	179.12	52.36	685.86	10.58	14.12	0	263.98	12.47	853.26	41.66	213.32	227.97	0	1143.34	98.06	48.93	0	0	0	1669.82	0	454.65	210.14	933.62	94.63	933.2	710.57	0	220.16	0	1274.56	113.52	82.94	0	1380.51	0	8.43	0	51.27	528.61	211.67	0	0	124.01	0	602.41	0	0	111	124.32	602.42	499.92	104.31	391.34	271.5	682.44	491	145.65	495.21	398.49	681.81	471.02	592.19	134.21	23.86	94.78	1515.61	355.81
RPL31	0	53.26	0	0	0	358.93	0	0	0	92.52	160.56	1354.44	579.74	425.47	226.52	85.21	1706.4	0	423.73	0	0	109.32	0	0	13.8	0	0	0	0	0	203.84	0	56.51	1342.38	18.07	3538.18	0	112.1	1193.29	21.76	0	24.2	589.97	5.31	68.87	0	0	129.03	0	0	0	163.38	36.1	0	68.47	160.22	16.03	12.68	0	71.72	291.75	1187.85	182.08	0	422.82	2080.61	4111.92	0	0	0	0	0	879.76	0	0	1774.62	833.12	2965.32	0	0	0	866.83	1281.63	0	69.67	0	34.28	0	513.87	188.05	1648.81	610.38	29.58	192.22	0	0	0	0	0	74.55	786.37	513.9	1974.89	397.84	126.22	0	0	155.79	278.39	344.7	95.02	427.11	877.41	323.26	245.54	0	40.44	437.28	0
RPL37A	0	343.12	0	60.92	513.54	39.98	0	0	0	883.01	862	463.43	17.06	673.5	0	0	0	0	0	0	93.78	397.96	0	0	0	243.04	2.83	0	324.35	184.48	260.67	31.02	0	1687.86	44.79	0	2599.53	523.38	973.53	1173.41	13.56	27.8	0	55.8	0	0	327.15	17.25	79.61	0	0	102.28	242.55	83.37	227.91	274.94	15.68	302.84	48.83	24.46	1170.3	2720.69	0	0	3174.82	167.07	4663.27	3521.55	0	46.98	1579.89	0	9.71	0	1066.91	0	2911.52	0	106.19	1695.98	0	1221.41	8.07	108.49	0	1162.24	0	0	701.78	0	230.25	995.2	26.89	172.09	1091.37	194.94	1266.62	1928.83	113.68	333.12	325.78	397.04	430.03	420.57	594.53	0	622.5	459.83	0	465.07	324.03	1037.35	101.61	53.22	1458.44	268.38	0.06	1352.06	86.46
RPS14	0	0	0	0	0	192.03	0	0	0	0	31.2	0	0	0	0	0	0	0	0	30.6	0	0	0	0	0	0	55.81	0	0	0	0	0	0	158.16	0	0	42.11	0	0	0	0	18.36	0	6.61	1764.01	0	22.23	261.9	13.16	0	7.23	4.93	39.07	0	19.32	13.03	0	0	0	0	124.59	375.36	13.95	0	55.25	0	0	0	0	0	0	0	0	71.24	1114.96	305.73	253.82	238.54	2.76	0	100.57	37.02	76.56	1.79	0	0	0	640.41	12.47	230.5	171.08	133.39	0	44.21	36.74	0	0	0	0	57.85	0	0	9.97	0	15.72	39.68	0	307.27	0	784.24	432.94	44	69.4	107.06	0	0	209.73	349.77	18.99
RPS28	15.96	0	10.17	0	0	0	0	0	0	0	0	0	0	0	0	0	26.36	0	0	0	0	0	49.71	0	0	0	0	0	0	0	0	0	0	123.76	13.54	168.22	17.33	1006.99	408.57	188.43	1689.24	0	102.42	8.12	9.07	6.56	18.27	18.9	60.67	26.66	20.15	3	4.65	6.23	0	6.04	0	49.48	233.02	0	40.08	132.69	0	25.1	166.83	0	0	0	23.85	0	0	56.8	39.46	0	0	207.05	213.93	208.38	0	316.73	0	29.99	76.69	249.27	0	82.01	0	11.98	0	103.9	185.43	221.54	7.42	20.37	214.6	0	10.08	0	0	13.11	21.54	0	265.8	0	0	0	4.68	38.17	33.87	62.74	5.22	116.59	34.79	135	0	143.5	56.87	178.9	32.45
RPS6KL1	7.51	18.06	0	3.42	10.86	0	0	0	0	0	0	0	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.67	0	0	0	0	0	77.83	100	0	0	25.86	106.32	24.13	2.48	3.55	6.84	0	1	163.11	0	1.13	1.74	0	0	0	143.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.98	5.09	0	0	0	3.18	0	12.53	0	0	0	0	0	0	5.43	0	0	0	0	9.03	2.81	0	0	0	0	0	0	0	0	0	0	5.26
RPSAP58	0	4.04	15.65	0	0	20.98	0	0	7.76	0	0	0	30.46	0	0	0	0	0	0	0	28.97	0	0	0	0.05	0	1.75	1.75	13.78	11.33	21.67	6.8	2.46	0	0	0	5.85	0	0	0	0	0	0	2.24	0	0	10.03	0	0	0	9.64	16.4	0	0	6.69	0	0	0.58	0	0.97	0	2.52	16.02	0	0	34.51	0	0	0	0	0	7.33	0	0	0	0	0	0	0	14.31	0	0	0	0	0	0	15.03	3.35	8.39	0	0	0	15.72	0	0	0	0	0	0	0	0	2.39	0	0	0	6.7	0	0	0	0	29.41	0	0	1.98	0	0	0	3.58	0
RSBN1	0	0	0	2.36	0	3.76	0	0	0	0	0	0	1.43	5.54	0	5.04	0	0	0	1.9	0	0	0.93	0	0	0.71	0.45	1.13	2.14	2.73	2.78	0	0.98	18.37	0.9	0	0	0	0	0	0	0	0	0	0	0	4.79	0	1.52	1.36	0	0	0	0	0	0	0	0	0	0	32.02	32.51	0	0	0	0	0	4.88	0	0	0	0	0	0	0	0	0	0	0	0	52.15	0	0	0	0	0	0	0	0	0	0	0	0	0	28.79	1.41	0	0	2.42	3.83	0	0	0	0	2.77	0	0	0	0	0	0	0.18	0	3.46	0	0	0	0	13.51
RTEL1	0	1.48	7.9	11.66	1.28	12.34	0	0	0	0	0	0	3.2	0	0	0	0	19.13	0	0	0	0	0	0	0	0	2.07	93.18	0	0	0	0	0	85.23	0	0	0	0	79.95	0	0	0	8.24	0	0	0	0	4.73	0	0	0	1.1	0	0	0	0	0	0	0	0	37.8	3.06	1.56	0	0	0	0	0	0	0	0	0	0	0	39.42	119.29	31.89	9.58	0	0	0	47.09	108.96	0	0	0	10.28	4.43	0	5.36	0	1.5	0	232.35	26.06	0	0	0	0	4.28	0	23.04	0	5.37	0.08	5.28	2.24	0	0.91	0	13.23	5.29	0	0	21.2	0	6.53	5.82	12.79
RUNDC3A-AS1	0	0	0	67.37	0	58.27	46.29	125.35	21.4	7.68	27.4	18.53	4.09	100.64	0	35.74	0	0	0	32.98	46.45	21.23	0	0	4.65	15.46	0	3.8	17.66	0	0	0	0	13.96	0	0	0	12.23	5.04	17.52	13.6	0	2.18	48.85	2.75	0.45	84.15	33.28	7.81	7.32	8.13	8.73	34.69	0	2.32	8.85	0	55.63	0	0	0	1.21	0	0	0	142.26	0	65.92	891.07	0	44.53	9.43	0	0	0	0	10.82	0	0	0	0	12.85	0	0	0	0	39.59	15.98	17.97	27.05	14.53	13.05	0	0	23.58	17.15	10	0	0	6.31	192.6	2.57	13.19	22.56	0.98	5.86	7.06	0	10.85	16.37	0	0	0	0	11.96	0	0	4.52	0
RUNX3	0	0	0	0	0	2.49	0	0	0	0	0	0	0	0	3.52	0	0	2.37	4.41	0	0	0	0	0	0	4.61	0.89	1.44	8.92	0	8.92	0	0	1.79	0	0	0	0	0.97	2.97	0	0	0	1.55	1.09	2.26	13.15	5.8	16.18	7.99	2.87	1.75	6.39	0	1.31	0	1.35	4.62	2.91	4.59	0	0	0	0	0	0	0	0	0	26.85	19.64	37.35	92.7	0	0	0	1.09	0	0	0	0	0	0	0	0	0	10.52	0	12.3	2.61	28.7	0	11.39	5.63	5.09	9.37	12.3	1.62	7.76	6.93	0	1.01	2.58	16.47	4.29	4.36	0	0	0	0	3.61	0	0	0	1.82	4.06	0	0.7	2.96
S100A6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.4	1819.69	0	0	0	0	0	0	0	8.6	51.06	0	0	0	0	154.07	0	41.38	25.53	55.66	169.1	0	0	61.98	180.58	0	0	0	50.14	0	802.34	72.4	175.62	382.54	1933.35	62.44	68.04	37.26	100.09	13.03	0	0	0	0	0	0	919.79	1568.97	0	0	0	0	118.66	254.48	0	54.56	0	0	51.47	0	456.19	0	799.33	0	0	0	241.27	457.67	105.4	0	0	937.6	0	0	0	0	77.06	0	607.39	37.29	49.99	60.09	0	393.72	0	109.37	224.04	157.61	166.73	143.68	96.64	328.59	187.35	0	659.16	26.42
S100A7	0	0	0	0	0	187.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	795.57	0	195.25	0	0	300.97	129.78	0	4.23	645.76	0	463.63	59.73	273.27	103.17	0	189.28	466.04	4445.97	116.78	108.32	265.17	0	0	0	0	302.85	0	30.77	1419.84	19.62	1235.66	1249.85	444.41	235.86	21.57	35.32	17.86	0	0	1912.66	0	0	0	0	72.08	29.64	0	0	2882.38	6064.87	147.9	345.27	106.47	0	1001.84	0	14.97	0	0	102.24	338.73	0	0	36.3	1230.84	25.75	7316.44	0	269	0	32.02	0	0	101.04	0	726.46	282.1	244.25	0	0	300.59	99.93	1722.33	2354.6	121.46	2257.36	72.89	1495.6	135.73	647.79	390.2	6370.17	3142.08
S100A8	0	0	0	0	338.26	99.03	238.09	268.51	0	203.35	311.68	100.83	0	0	0	0	0	0	0	1094.73	0	440.75	0	0	0	881.11	367.97	0	0	0	0	197.86	9.18	117.3	152.28	0	3336.22	0	154.35	22.87	22.98	205.53	743.27	11144.84	284.99	190.35	33.38	922.43	0	0	0	0	260.43	155.56	2189.66	132.15	4744.59	32896.78	713.67	412.55	27.58	35.13	308.56	0	0	5166.88	3735.26	2637.56	0	0	3239.46	1111.92	1540.86	1209.61	0	1526.36	1843.87	0	142.71	2915.61	109.56	367.27	885.75	884.52	425.03	1490.21	1869.33	296.21	350.43	64.66	11592.21	173.39	20307.55	31.48	336.03	2448.25	35.97	0	106.84	707.11	56.63	1049.92	910.3	355.89	18.56	160.34	355.35	0	997.12	3761.35	781.03	3314.55	56.13	1048.83	315.08	589.17	680.81	17681.08	2311.1
SACM1L	0	26.58	0	0	7.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.06	0	0	0	6.73	0	27.51	2.81	0	0.78	0	4.66	0	5.19	0	0	0	0	0.3	0	15.77	3.62	0	0.34	0	0	0	0	0	204.34	0	0	0	0	359.55	0	0	300.57	0	0	0	0	202.95	4.99	0	46.89	0	323.81	0	0	0	0	0	0	0	0	5.52	8.31	0	0	20.31	0.97	0	0	0	0	32.74	0	67.96	0	0	0.44	0	0	0	0	25.65	19.68	0	5.14	82.45	0	0	0	3.48	0
SAMD4A	0	0	6.18	0	3.88	0	0	0	0	0.87	29.18	0	4.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.8	0	0	0	4.05	1.85	0	47.61	0	0	0	0	0	0	0	1.58	8.96	0	0	8.6	4.15	22.72	11.28	0	0	8.07	0	0	0	0	0	0	0	0	0	0	0	0	23.99	0	12.88	0	0	14.38	8.12	0	0	0	0	0	0	0	0	0	0	0	0	0.38	0	0	0	2.44	0.68	0	0	0	0	0	0	0	0	0	0	0	0	4.94	12.54	0	12.39	54.1	10.46	0	0	1.48	0	0.36	24.11
SAP130	0	0	43.42	0	0	2.11	0	0	0	0	0	0	7.72	0	0	15.5	0	0	0	0	0	4.89	7.42	0	0	0	0.5	0	0	0	0	0	0	33.82	338.38	0	0	3.01	3.06	50.74	5.72	0	0	0	0	0	0	0	0	0	6.7	5.03	0	0.73	7.13	1.95	0	2.87	0	0	10.86	0	207.33	0	0	0	0	0	0	0	0	0	0	0	0	0	23.08	0	0	0	32.07	7.62	0	14.93	0	0	0	1.54	0	0.43	14.38	0	0	3.73	0	3.56	2.29	0	1.76	76.87	0	0	0	0	0	0	0	0	11.05	0	27.33	2.78	20.53	0	0	28.73	36.47	0	232.2
SAR1A	0	0	5.49	5.42	57.03	0	0	0.01	93.38	0	0	0	47.57	0	0	10.13	0	0	15.33	6	17.05	0	0	196.08	0	0	34.97	1.61	0	0	0	0	0	77.74	0	0	0	24.7	5.22	0.98	2.07	0	0	0	0	0	3.66	1.84	90.46	1.82	88.89	0	12.29	0.36	10.9	37.8	3.4	237.29	2.37	0	258.51	0	0	0	0	0	19.49	0	0	0	90.3	0	3.33	0	0	0	10.59	0	0	16.67	19.88	23.22	11.28	6.39	340.39	0	12.65	0	9.71	3.07	30.74	0	0.33	0	14.93	0	0	0	0	15.84	0	0	3.85	0.86	0	9.14	0	0	0	0	30.87	47.89	0	39.07	3.06	0	0	0.49	3.74
SART1	5.88	0	0	0	3.84	1.28	0	0	0	0	0	0	11.24	0	0	0	0	0	0	0	0	0	0	0	0	0	2.95	0	0	0	0	0	0	2.92	3.4	0	0	0	31.49	2.06	1.43	3.03	0	0	0	0	0	6.11	0	0	0	0	0	1.25	0	0	0	0	4.91	0	2.13	0	0	0	0	0	0	0	1.09	0	0	2.05	3.39	0	0	0	25.52	0	0	48.22	0	6.81	0	0	0	0	0	0	0	0	0	0	1.91	24.71	0	0	5.53	0.75	14.39	4.93	68.52	0	0	0	0	8.01	7.06	3.36	0	0	0	22.34	0	45.67	0	0	0	0	0
SASH1	0	0	0	0	0	0	0	0	0.42	0.66	0	0	0	0	0	0	1.38	1.3	0	0	0	0	0	0	0	0	2.42	0	3.73	0	71.97	0	0	0	0	0	0	0	0	0	0	0	50.76	0.29	42.54	0	0	0	0.99	0	0	13.22	0.82	0	0.66	10.9	0.47	53.71	0	0	0	0	12.59	0	0	0	0	0	0	0	51.68	0	0	0	27.94	0	0.33	0	0	0	22.78	1.8	0	0	0	0	0	0	0	0	4.27	0	0	0	1.04	0	0	0	0	0	0	0	0	89.03	0	0	0	0	0	2.78	0	11.13	0	0	0	20.26	62.17	1.8	1.67
SCAPER	0	0	0	0	0	0	39.16	0	0	0	174.36	0	0	0	11.7	0	0	0	0	14.21	0	43.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	22.35	0	0	0.52	0	34.01	0	0	0	0	0	16.36	0	16.38	0	0.11	0	0	0	0	0	0	0	0	0	0	25.57	0	0	0	72.77	0	0	0	0	0	0	55.78	0	0	0	0	81.03	38.39	0	0	0	0	0	3.28	0	0	0	0	0	0	0	1.9	0	0	33.67	0	57.36	0	0	0	31.76	0	0	0	0	0	20.68
SCART1	0	0	0	0	0	0	0	0.01	0	0	0	2.87	0	0	0	0	0	0	0	0	0	0	104.73	143.31	0	0	0	0	0	0	0	6.46	4.37	3.15	0	0	1.6	10.46	0	0	1.03	5.23	0	14.65	37.24	0	0	0	0	2.16	0	28.04	0	0	44.95	1.19	18.34	46.49	1.19	0	17.02	3.08	0	0	39.56	0	0	0	0	0	0	0	13.76	7.72	0	94.65	11.51	0	0	0	0	1.77	0	0	0	0	1.68	0	0	9.25	8.29	0	0	0	0	0	0	0	0	0.05	0	4.8	0	0	1.27	0	15.7	0	0	3.73	0	16.41	0	0	0	0.16	0	0	5.28
SCD5	0	0	0	0	0	4.15	0	0	0	0	0	0	0	0	0	5.65	0	0	0	0	0	0	20.74	0	0	0	0	0	0	0	0	0	0	8.77	0	0	0	0	48.41	0	0	0	0	0	0	0	0	0	0	12.94	0	0	2.05	1.6	0	0	0	1.99	0	0	58.85	0	0	0	113.59	0	0	0	25.94	18.61	0	0	0	0	0	0	8.47	22.17	0	0	0	0	0	0	0	0	2.76	0	0	0	0	0	0	12.08	25.48	0	77.73	0.94	0	0	0	0	0	0	0	0	5.36	9.69	0	6.41	0	144.47	25.32	12.97	0	16.93	0	0	0
SCIN	0	0	1.48	0	4.93	7.48	0	12.81	0	7.54	6.04	7.24	3.71	10.39	0	15.7	5.18	0	11.36	18.25	0	1.14	0	0	0	17.17	6.19	6.77	7.69	0	9.44	7.68	0	11.12	0	2.37	0	0	0	0	8.36	0	0	0	0	0	4.69	14.19	0	6.92	16.98	4.87	10.47	10.35	7.82	5.43	0	13.14	0	0	15.02	4.27	0	0	0	0	16.86	0	24.73	10.76	0	9.63	0	0	0	2.81	8.26	0	0	0	0	25.31	0	0	1.29	0	2.18	0	23.64	0	13.56	0	3.05	0	0	39.55	0	0	0	12.1	0	5.85	12.54	8.01	0	4.2	47.67	0	1.74	0	0	0.67	0	0	0	0	0	0	4.26
SCO1	2.56	4.93	7.64	0.67	1.34	0	4.14	1.55	1.4	1.22	13.36	0	5.3	11.03	0	10.54	0	0	2.75	4.45	0	4.45	0	0	2.43	6.12	1.34	3.75	2.08	6.68	19.34	3.4	4.55	1.01	1.76	1.44	0	0	0.52	0.38	0.94	6.57	0.78	1.78	4.94	0	32.02	2.8	9.6	5.25	1.91	5.71	11.79	1.29	0.88	0	1.59	1.96	2.38	1.85	1.29	0	0	0	0	0	9.84	5.44	5.25	4.1	15.96	10.8	8.42	0	0	0	3.12	0	0	0	0	0	7.52	0	0	0	7.8	4.44	6.05	6.42	5.55	5.88	4.65	2.58	0.23	2.06	20.97	1.06	0	1.21	1.51	36.36	2.75	1.47	7.37	0	0	2.72	6.43	8.86	5.98	0	0	16.94	0	0	17.99	0	1.04
SDCBP	81.9	0	0	0	0	159.38	0	7.34	0	0	84.26	0	0	0	0	0	519.58	0	0	0.07	0	0	296.88	0	439.61	66.21	0	0	0	0	110.88	17.9	0	37.58	0	0	0	0	155.16	0	0	0	12.39	0	78.91	0	2.91	130.47	17.33	0	0	10.69	0	0	82.25	0	143.22	208.97	0	0	16.36	0	0	0	0	0	11.63	0	0	0	428.1	0	897.44	0	162.64	0	0	0	26.41	65.83	0	55.92	0	12.27	181.73	870.54	0	0	0	0	63.1	0	85.12	0	0	0	0	0	0	0	0	17.79	34.23	15.42	0	0	64.87	7.14	23.65	108.07	125.48	38.1	0	0	0	0	110.98	242.45	101.72
SDK1	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.79	24.12	0	0	0	28.15	16.97	0	0.95	0	0	0	0	0	0	0	159.15	0	0	0.2	0	0	0	2.09	0	0	0	0	0	0.57	0	0	76.29	0	0	0	0	14.45	0	0	0	0	0	0	10.09	0	0	0	0	0	0	0	0	2.43	0	0	1.82	1.31	0	0	0.73	0	32.02	0	2.09	0	0	8.14	0	2.65	6.86	0	0	3.65	0	0.98	0	0	0	3.07	2.34	0	7.99	5.79	0	0	1
